Order,File_Type,SKU_number,SoldFlag,SoldCount,MarketingType,ReleaseNumber,New_Release_Flag,StrengthFactor,PriceReg,ReleaseYear,ItemCount,LowUserPrice,LowNetPrice
175270,active,653821,0.0,0.0,d,1,0,2379478.8,120.95,2008,12,80.32,120.95
175271,active,860366,0.0,0.0,s,1,0,40076.575,59.95,2011,31,48.14,44.29
175272,active,205702,0.0,0.0,d,2,1,1339918.248,75.0,2000,27,4.7,23.94
175273,active,199065,0.0,0.0,s,2,1,1978987.236,81.95,2001,49,4.0,27.46
175274,active,147248,0.0,0.0,d,6,1,261482.155,69.95,2006,50,5.18,43.25
175275,active,146978,0.0,0.0,s,5,1,1905136.709,56.95,2002,37,4.0,24.99
175276,active,828882,0.0,0.0,s,4,1,2864188.095,49.95,1998,38,4.0,6.94
175277,active,147631,0.0,0.0,d,7,1,146553.8238,85.95,2010,45,44.28,93.57
175278,active,2475143,0.0,0.0,s,2,1,10357178.76,79.0,1991,30,4.0,52.57
175279,active,563050,0.0,0.0,s,3,1,2767878.589,249.0,2007,21,38.99,38.49
175280,active,906755,0.0,0.0,d,5,1,1505534.569,79.0,2000,29,19.2,49.46
175281,active,247658,0.0,0.0,s,2,1,895261.8788,66.0,2006,28,4.08,36.2
175282,active,862081,0.0,0.0,s,4,1,39226.13875,66.95,2014,37,29.23,47.49
175283,active,147055,0.0,0.0,d,2,1,1531652.12,45.95,2003,30,4.0,31.99
175284,active,147496,0.0,0.0,d,3,1,552377.4588,65.95,2007,24,21.37,19.97
175285,active,549131,0.0,0.0,d,1,0,1651748.974,125.0,2001,18,23.94,93.49
175286,active,3076926,0.0,0.0,d,1,0,2902752.381,135.95,2003,19,34.19,117.07
175287,active,56201,0.0,0.0,d,15,1,1458433.88,149.0,2006,53,4.0,18.68
175288,active,56202,0.0,0.0,d,16,1,184131.7863,159.95,2009,55,5.35,33.83
175289,active,717941,0.0,0.0,d,1,0,2943259.198,76.0,1999,32,4.27,48.27
175290,active,534681,0.0,0.0,s,5,1,111568.9,70.95,2013,25,47.83,52.68
175291,active,775019,0.0,0.0,d,2,1,2191665.19,42.95,2001,38,4.0,25.87
175292,active,56238,0.0,0.0,d,12,1,888210.1263,45.95,2007,82,4.0,10.98
175293,active,533370,0.0,0.0,d,14,1,25677.44,49.99,2012,76,22.4,23.25
175294,active,56236,0.0,0.0,s,10,1,1051722.179,32.95,2003,35,4.0,22.6
175295,active,56237,0.0,0.0,s,11,1,1329150.049,34.95,2005,61,4.0,6.99
175296,active,56239,0.0,0.0,d,13,1,347395.21,46.95,2009,114,4.0,16.78
175297,active,864554,0.0,0.0,d,3,1,1207281.886,189.95,2014,14,137.64,166.47
175298,active,1867136,0.0,0.0,d,3,1,2047952.93,259.95,2008,17,6.63,106.45
175299,active,546719,0.0,0.0,s,4,1,1235545.651,79.99,2010,33,4.0,26.92
175300,active,256523,0.0,0.0,d,1,0,937249.4763,49.95,2002,23,5.13,42.76
175301,active,247987,0.0,0.0,s,2,1,814952.7613,86.0,2009,36,5.78,48.93
175302,active,2832923,0.0,0.0,d,2,1,7563788.226,299.95,2004,17,5.49,39.98
175303,active,2340052,0.0,0.0,s,2,1,1790174.4,125.0,1994,27,18.53,43.32
175304,active,635795,0.0,0.0,s,3,1,950470.0813,216.0,2009,25,18.9,29.45
175305,active,3559922,0.0,0.0,d,1,0,2051458.3,84.95,2010,36,23.91,44.64
175306,active,830028,0.0,0.0,d,1,0,1965049.215,56.95,1996,26,4.0,8.98
175307,active,3792991,0.0,0.0,d,2,1,2070474.25,139.95,2000,18,25.24,68.98
175308,active,164050,0.0,0.0,s,2,1,1775186.909,115.0,1998,33,4.0,10.99
175309,active,529772,0.0,0.0,s,3,1,1098442.99,105.0,2007,40,4.26,17.82
175310,active,203337,0.0,0.0,d,2,1,1628968.326,39.95,1999,33,4.0,13.99
175311,active,203839,0.0,0.0,s,3,1,850046.12,46.95,2006,35,4.67,23.99
175312,active,270803,0.0,0.0,s,4,1,322180.3663,56.99,2010,32,29.14,0.0
175313,active,264228,0.0,0.0,s,2,1,648400.375,46.95,2004,41,4.0,13.98
175314,active,529771,0.0,0.0,s,7,1,443545.2488,72.99,2009,24,15.4,29.61
175315,active,529770,0.0,0.0,s,5,1,417893.0313,72.99,2008,33,36.02,46.69
175316,active,660768,0.0,0.0,s,4,1,114710.9,87.95,2013,20,24.39,25.48
175317,active,635189,0.0,0.0,s,3,1,285168.7963,102.0,2008,14,42.99,94.69
175318,active,2664552,0.0,0.0,d,3,1,2559912.638,69.95,1999,22,4.29,38.99
175319,active,577329,0.0,0.0,s,2,1,144880.745,56.99,2001,51,10.74,42.51
175320,active,271084,0.0,0.0,s,4,1,188914.8088,70.0,2010,40,36.92,52.27
175321,active,599558,0.0,0.0,d,3,1,1572347.475,45.0,2005,21,4.13,37.98
175322,active,659408,0.0,0.0,s,2,1,555379.2738,69.99,2005,23,25.88,0.0
175323,active,3503492,0.0,0.0,d,1,0,2178460.85,45.0,1997,15,8.06,16.87
175324,active,661157,0.0,0.0,d,1,0,625297.3163,34.0,2011,18,25.46,31.38
175325,active,890931,0.0,0.0,s,2,1,126790.6463,43.89,2014,15,36.48,40.49
175326,active,261351,0.0,0.0,d,2,1,837610.7513,49.0,2001,28,4.0,35.08
175327,active,626180,0.0,0.0,d,3,1,662871.1275,140.0,2008,24,18.94,86.45
175328,active,883798,0.0,0.0,d,2,1,3777394.768,299.95,2005,10,49.15,66.98
175329,active,1867632,0.0,0.0,d,2,1,2684887.681,209.95,2009,15,131.93,131.96
175330,active,245095,0.0,0.0,s,6,1,742893.2413,127.95,2005,58,4.0,15.99
175331,active,625779,0.0,0.0,d,1,0,1894955.364,75.0,1989,23,6.95,73.33
175332,active,722487,0.0,0.0,d,2,1,1363127.45,65.0,2006,20,30.29,66.16
175333,active,837187,0.0,0.0,d,1,0,2635507.915,290.0,2007,26,38.59,127.56
175334,active,654555,0.0,0.0,d,0,0,1442696.025,85.0,2010,17,23.53,0.0
175335,active,907069,0.0,0.0,d,0,0,934770.6625,95.0,2001,22,5.6,79.87
175336,active,794418,0.0,0.0,s,1,0,370549.5263,77.95,2006,25,49.5,60.48
175337,active,2502438,0.0,0.0,d,1,0,3303246.09,64.95,2001,16,4.0,39.76
175338,active,290225,0.0,0.0,d,3,1,39239.04875,92.0,2010,42,31.75,34.49
175339,active,205891,0.0,0.0,d,2,1,506217.5138,75.0,2004,65,4.0,18.93
175340,active,2750621,0.0,0.0,d,0,0,2696934.179,39.95,2000,31,4.0,28.99
175341,active,367133,0.0,0.0,s,2,1,325344.525,69.99,2008,38,15.22,35.39
175342,active,2332140,0.0,0.0,d,0,0,2969661.469,125.5,1986,25,4.0,19.99
175343,active,900413,0.0,0.0,s,2,1,101792.62,60.0,2014,24,26.79,43.09
175344,active,529766,0.0,0.0,s,6,1,272797.5175,74.99,2009,35,47.76,47.85
175345,active,2878904,0.0,0.0,d,1,0,1675617.304,180.0,2000,16,5.13,37.12
175346,active,653033,0.0,0.0,d,1,0,2402391.141,89.99,2000,19,4.89,36.13
175347,active,1533872,0.0,0.0,s,4,1,2075774.055,99.0,2007,25,49.39,70.02
175348,active,57347,0.0,0.0,s,3,1,2482259.044,23.94,1996,52,4.0,23.94
175349,active,57348,0.0,0.0,d,4,1,177020.32,25.94,2003,109,4.58,18.95
175350,active,57346,0.0,0.0,d,5,1,42495.7775,175.0,2009,53,57.89,68.96
175351,active,863135,0.0,0.0,d,2,1,2244318.543,232.0,2003,15,13.53,84.91
175352,active,166325,0.0,0.0,d,2,1,425334.5088,132.0,2003,35,23.98,86.31
175353,active,299135,0.0,0.0,d,0,0,569188.825,39.95,1999,36,5.25,0.0
175354,active,647382,0.0,0.0,s,2,1,175715.0463,45.0,2010,44,21.99,35.81
175355,active,268436,0.0,0.0,d,2,1,563332.2625,90.0,2006,31,5.76,36.62
175356,active,721194,0.0,0.0,d,0,0,2178285.331,75.0,2003,25,4.75,14.01
175357,active,646128,0.0,0.0,d,1,0,898740.7125,55.0,2010,20,26.89,160.37
175358,active,268464,0.0,0.0,d,1,0,956450.3313,110.0,2007,28,4.49,23.18
175359,active,3748945,0.0,0.0,s,2,1,147663.375,55.0,2015,15,35.41,35.48
175360,active,1854646,0.0,0.0,d,1,0,1866414.533,90.0,2007,32,5.94,78.74
175361,active,132360,0.0,0.0,d,1,0,832936.9875,70.2,2007,41,4.0,41.99
175362,active,256488,0.0,0.0,d,1,0,971233.2038,49.95,2000,29,4.0,21.89
175363,active,2338179,0.0,0.0,d,2,1,2823406.024,79.5,1988,30,4.0,52.51
175364,active,103976,0.0,0.0,s,2,1,574063.7175,156.0,1995,34,11.62,63.62
175365,active,125908,0.0,0.0,d,1,0,908498.4763,105.0,2001,30,33.09,67.94
175366,active,213269,0.0,0.0,d,1,0,942509.2725,130.95,2007,32,57.98,94.88
175367,active,912229,0.0,0.0,d,1,0,991504.745,246.95,2003,19,18.44,67.37
175368,active,174009,0.0,0.0,d,1,0,1536461.298,74.99,2000,35,4.35,52.03
175369,active,897393,0.0,0.0,d,1,0,1999349.389,80.0,2009,22,29.41,84.77
175370,active,205792,0.0,0.0,d,0,0,2763515.031,95.0,2001,18,7.45,49.74
175371,active,205795,0.0,0.0,s,2,1,704375.895,180.0,2003,45,23.55,67.92
175372,active,213095,0.0,0.0,d,2,1,1501478.399,120.95,2005,22,27.65,90.48
175373,active,907586,0.0,0.0,d,1,0,5348527.209,112.5,1993,23,4.19,49.05
175374,active,663335,0.0,0.0,s,1,0,1708685.224,87.0,2013,22,42.99,63.56
175375,active,152401,0.0,0.0,d,0,0,276484.13,149.0,2007,26,49.16,0.0
175376,active,2341462,0.0,0.0,d,4,1,367490.26,94.95,1988,26,13.91,48.84
175377,active,2335124,0.0,0.0,d,0,0,2071928.22,64.5,1991,20,19.98,77.33
175378,active,264306,0.0,0.0,d,2,1,260136.9363,67.99,2010,37,19.99,50.2
175379,active,1959214,0.0,0.0,d,0,0,980851.2138,99.95,2013,15,86.89,83.88
175380,active,656647,0.0,0.0,d,0,0,2763721.739,109.95,2006,16,10.49,75.0
175381,active,904533,0.0,0.0,d,1,0,2086171.941,90.0,2002,16,8.29,51.48
175382,active,3462028,0.0,0.0,s,3,1,174472.0,85.0,2016,16,65.78,63.33
175383,active,247564,0.0,0.0,d,1,0,2927977.276,123.0,2004,14,60.65,175.3
175384,active,529759,0.0,0.0,d,4,1,659186.5125,52.99,2009,31,7.18,0.0
175385,active,1936416,0.0,0.0,s,5,1,544611.805,56.99,2015,17,31.54,42.83
175386,active,641303,0.0,0.0,s,2,1,545243.6613,70.99,2011,25,7.91,0.0
175387,active,907280,0.0,0.0,d,0,0,2646318.955,275.0,2003,19,9.1,17.69
175388,active,162185,0.0,0.0,s,5,1,149717.2175,110.0,2010,30,40.79,0.0
175389,active,906798,0.0,0.0,s,3,1,122202.3225,95.0,2014,12,72.53,91.2
175390,active,287693,0.0,0.0,d,2,1,259435.8888,95.0,2001,66,5.4,18.87
175391,active,646524,0.0,0.0,d,1,0,1670853.489,67.0,2008,18,8.04,43.98
175392,active,1981187,0.0,0.0,s,3,1,139267.71,67.95,2014,25,43.48,52.38
175393,active,250624,0.0,0.0,d,2,1,903825.1225,65.95,2009,24,29.63,136.81
175394,active,264970,0.0,0.0,s,4,1,576036.5125,79.95,2006,33,11.18,55.28
175395,active,113173,0.0,0.0,s,1,0,92679.425,97.95,2009,20,26.64,55.93
175396,active,221767,0.0,0.0,d,2,1,3395798.661,104.95,2005,13,42.99,147.93
175397,active,106872,0.0,0.0,s,2,1,87161.82375,75.0,2012,37,11.71,29.54
175398,active,199040,0.0,0.0,d,1,0,727373.9363,106.0,2000,51,4.0,13.82
175399,active,2722045,0.0,0.0,d,1,0,3559210.68,117.0,2000,16,29.97,84.73
175400,active,529753,0.0,0.0,s,3,1,174974.3925,69.95,2012,35,45.17,48.45
175401,active,196615,0.0,0.0,d,2,1,1046787.713,62.95,2002,70,4.0,8.95
175402,active,142199,0.0,0.0,d,10,1,281805.565,41.83,2011,65,5.37,104.64
175403,active,141773,0.0,0.0,s,8,1,1242612.724,8.99,2005,47,4.0,8.99
175404,active,142007,0.0,0.0,s,9,1,385046.3438,44.95,2008,32,13.98,17.81
175405,active,141912,0.0,0.0,d,9,1,662576.0525,18.37,2008,54,4.0,14.75
175406,active,702148,0.0,0.0,s,3,1,185356.2663,134.0,2012,43,16.53,23.35
175407,active,2340614,0.0,0.0,d,1,0,3318292.548,95.0,1984,20,4.0,45.85
175408,active,295262,0.0,0.0,d,2,1,2541228.466,57.95,2000,25,6.38,57.74
175409,active,898073,0.0,0.0,d,0,0,4295777.964,50.0,1997,17,4.0,42.88
175410,active,158278,0.0,0.0,d,1,0,1067540.421,99.95,2007,24,33.54,91.99
175411,active,112796,0.0,0.0,d,6,1,2288786.948,131.0,2006,23,7.78,43.99
175412,active,285709,0.0,0.0,d,7,1,1249734.515,79.95,2010,20,17.79,53.02
175413,active,206342,0.0,0.0,d,1,0,2266301.793,60.95,2003,21,6.9,50.81
175414,active,112839,0.0,0.0,d,6,1,341335.605,77.95,2005,32,6.34,14.99
175415,active,113194,0.0,0.0,s,7,1,209997.2588,99.95,2010,36,14.87,70.76
175416,active,863293,0.0,0.0,d,1,0,1136772.644,90.0,2005,31,4.09,18.07
175417,active,1533512,0.0,0.0,d,1,0,3173634.766,89.95,2006,12,43.35,515.44
175418,active,2883972,0.0,0.0,d,0,0,5253754.749,269.95,1987,20,4.0,50.33
175419,active,2851174,0.0,0.0,s,2,1,3132680.993,199.95,2001,18,44.56,90.4
175420,active,863810,0.0,0.0,d,1,0,2863084.518,265.0,2009,18,69.94,49.99
175421,active,233109,0.0,0.0,s,3,1,424466.1438,135.0,1997,64,4.0,18.94
175422,active,247722,0.0,0.0,d,0,0,606438.9025,66.0,2005,28,4.43,45.51
175423,active,907382,0.0,0.0,d,1,0,3053821.255,125.0,2004,25,4.5,62.06
175424,active,700227,0.0,0.0,d,1,0,2239864.48,157.5,2003,20,6.28,49.0
175425,active,162355,0.0,0.0,s,2,1,81325.13875,60.0,2008,61,18.06,30.8
175426,active,146884,0.0,0.0,d,3,1,1523040.931,69.95,2000,24,4.11,40.77
175427,active,147471,0.0,0.0,d,4,1,450723.3838,88.95,2006,23,7.6,81.24
175428,active,192856,0.0,0.0,d,4,1,1677862.944,99.95,2004,12,19.95,90.62
175429,active,867187,0.0,0.0,s,3,1,625674.85,76.95,2014,24,30.68,33.36
175430,active,793144,0.0,0.0,d,0,0,2745397.663,441.0,2002,17,17.64,35.86
175431,active,212815,0.0,0.0,s,2,1,3355620.366,99.95,1995,28,4.0,23.38
175432,active,1867528,0.0,0.0,d,2,1,1457551.311,159.95,2008,16,53.08,89.55
175433,active,3049606,0.0,0.0,d,1,0,3184652.334,124.95,2003,14,74.44,123.74
175434,active,201785,0.0,0.0,s,3,1,197369.5825,59.95,2010,20,46.29,59.26
175435,active,249856,0.0,0.0,s,6,1,358960.6725,163.95,2007,28,46.56,71.53
175436,active,868447,0.0,0.0,d,5,1,1790958.05,39.0,1998,12,6.56,37.96
175437,active,113197,0.0,0.0,d,3,1,147690.41,78.95,2010,28,26.59,39.01
175438,active,2578079,0.0,0.0,d,1,0,6413953.445,120.0,1985,21,6.6,42.44
175439,active,265149,0.0,0.0,d,13,1,3548710.143,225.0,2005,18,6.48,65.81
175440,active,265155,0.0,0.0,d,14,1,2086260.869,248.0,2006,18,7.21,33.99
175441,active,1691870,0.0,0.0,s,0,0,151990.4825,38.0,2008,35,18.47,25.49
175442,active,694516,0.0,0.0,s,1,0,51342.9,55.9,2002,38,4.4,50.53
175443,active,60009,0.0,0.0,d,10,1,243275.1588,50.8,2005,88,4.0,9.39
175444,active,130418,0.0,0.0,s,12,1,43936.46875,81.2,2011,57,29.11,53.98
175445,active,863997,0.0,0.0,s,2,1,463705.5875,24.95,2011,40,5.85,21.94
175446,active,873575,0.0,0.0,d,4,1,87818.81125,222.95,2003,52,6.72,72.33
175447,active,910422,0.0,0.0,d,1,0,2285216.006,55.95,2005,30,4.31,38.99
175448,active,649064,0.0,0.0,d,2,1,665575.3138,67.0,2009,30,4.99,33.99
175449,active,909200,0.0,0.0,d,0,0,1171766.865,34.95,2006,32,21.39,67.21
175450,active,665152,0.0,0.0,s,2,1,122667.3475,49.95,2009,30,31.73,39.78
175451,active,367118,0.0,0.0,s,0,0,194129.0613,54.99,2005,46,5.08,8.94
175452,active,868636,0.0,0.0,d,3,1,537147.5338,42.95,1994,42,4.0,27.29
175453,active,202437,0.0,0.0,d,4,1,382023.6713,60.0,1999,37,4.0,24.0
175454,active,236572,0.0,0.0,s,0,0,788010.8725,30.0,2006,21,18.98,71.19
175455,active,225060,0.0,0.0,s,0,0,615456.0638,19.99,2004,64,4.0,19.96
175456,active,286469,0.0,0.0,d,1,0,511795.0038,109.4,2011,57,4.96,28.74
175457,active,539957,0.0,0.0,s,1,0,301710.4788,49.99,1991,59,4.0,26.51
175458,active,287339,0.0,0.0,s,2,1,451401.6688,49.99,1998,23,4.0,41.48
175459,active,637923,0.0,0.0,s,2,1,1118393.253,62.0,2010,22,9.15,32.99
175460,active,251094,0.0,0.0,s,1,0,477735.135,152.95,2008,93,5.13,50.77
175461,active,495946,0.0,0.0,d,1,0,718926.3038,215.95,2005,61,4.0,45.97
175462,active,250056,0.0,0.0,s,4,1,328110.325,212.95,2006,24,4.82,52.49
175463,active,247900,0.0,0.0,s,2,1,109627.3025,95.0,2010,37,37.99,65.91
175464,active,576266,0.0,0.0,d,1,0,2497512.04,70.95,1999,30,4.0,16.17
175465,active,613258,0.0,0.0,s,13,1,314876.4013,44.5,1998,64,4.0,13.07
175466,active,862087,0.0,0.0,s,2,1,94765.04875,44.95,2014,46,19.27,28.99
175467,active,864941,0.0,0.0,s,2,1,213715.9013,44.95,2014,34,17.32,20.99
175468,active,529736,0.0,0.0,s,2,1,148124.3225,160.95,2012,94,5.86,27.97
175469,active,1462464,0.0,0.0,s,1,0,278083.5675,62.45,2006,34,8.24,25.94
175470,active,123763,0.0,0.0,s,1,0,149621.735,73.45,2002,112,4.79,23.99
175471,active,554609,0.0,0.0,s,5,1,464976.0188,66.2,2005,29,24.01,41.96
175472,active,2396177,0.0,0.0,s,1,0,76500.3025,112.95,2001,156,5.36,23.9
175473,active,2396533,0.0,0.0,s,1,0,75663.1275,82.5,2003,89,4.0,23.99
175474,active,921659,0.0,0.0,s,1,0,220472.5225,89.8,2002,93,5.01,25.94
175475,active,686814,0.0,0.0,d,1,0,943768.97,7.45,2006,15,9.06,12.49
175476,active,2396662,0.0,0.0,d,1,0,4010864.209,73.9,2005,20,6.36,9.01
175477,active,2396621,0.0,0.0,s,1,0,239937.3163,56.1,2005,35,9.83,18.74
175478,active,2396622,0.0,0.0,d,1,0,272102.925,67.0,2005,26,15.99,43.69
175479,active,2396464,0.0,0.0,s,1,0,720565.1525,42.55,2002,22,11.18,28.71
175480,active,2396530,0.0,0.0,s,0,0,83326.675,60.75,2003,78,4.77,14.8
175481,active,868052,0.0,0.0,d,0,0,192384.7525,54.0,2002,35,10.89,53.93
175482,active,534212,0.0,0.0,s,2,1,31149.34625,82.95,2008,52,28.42,63.93
175483,active,623531,0.0,0.0,s,1,0,400429.1538,185.75,2008,27,49.59,78.99
175484,active,774751,0.0,0.0,s,4,1,5004615.48,239.0,1998,20,7.04,79.25
175485,active,914992,0.0,0.0,d,1,0,1686385.535,55.0,1998,32,4.0,9.99
175486,active,629874,0.0,0.0,d,1,0,1311563.648,40.0,2002,29,4.54,53.68
175487,active,667505,0.0,0.0,s,3,1,92104.1,44.95,2009,18,30.98,30.95
175488,active,60445,0.0,0.0,d,9,1,580658.9088,119.0,2001,36,4.0,5.01
175489,active,285803,0.0,0.0,d,9,1,1696458.983,119.0,2001,30,4.39,20.98
175490,active,747990,0.0,0.0,d,1,0,1113402.395,69.5,1997,41,4.0,8.99
175491,active,154350,0.0,0.0,s,2,1,64136.5875,132.0,2004,46,40.88,101.21
175492,active,646775,0.0,0.0,s,6,1,88647.58375,180.0,1990,58,41.78,135.74
175493,active,917545,0.0,0.0,s,3,1,713931.0625,98.29,1962,55,4.0,61.94
175494,active,870317,0.0,0.0,s,2,1,644943.3738,33.95,1988,24,7.68,73.55
175495,active,619878,0.0,0.0,d,3,1,309881.2925,306.95,2002,46,18.73,67.21
175496,active,108672,0.0,0.0,d,0,0,425996.4763,90.89524344324518,2003,17,8.0,46.61
175497,active,190464,0.0,0.0,d,1,0,562049.5625,34.49,2002,57,4.47,21.52
175498,active,1900819,0.0,0.0,d,1,0,2983918.764,162.95,2009,16,4.98,43.86
175499,active,639180,0.0,0.0,s,1,0,1320351.209,153.95,2010,24,39.88,73.1
175500,active,529732,0.0,0.0,d,0,0,1268120.395,215.95,2002,26,6.69,137.75
175501,active,249914,0.0,0.0,d,0,0,1075281.381,126.95,2006,38,5.71,108.08
175502,active,144078,0.0,0.0,s,3,1,92076.14625,146.0,1998,53,41.5,111.64
175503,active,2328403,0.0,0.0,s,7,1,1541047.443,55.0,2005,32,14.14,62.97
175504,active,529729,0.0,0.0,d,29,1,280288.5813,65.0,2012,47,8.81,17.42
175505,active,106365,0.0,0.0,d,27,1,901337.6125,47.95,2006,38,5.09,8.99
175506,active,106741,0.0,0.0,d,28,1,698463.0275,60.95,2009,41,4.97,53.91
175507,active,1437430,0.0,0.0,s,30,1,41931.3125,77.0,2015,40,31.36,49.34
175508,active,3617448,0.0,0.0,d,1,0,487636.15,45.0,1982,187,5.27,16.88
175509,active,614684,0.0,0.0,s,0,0,645358.3163,44.99,1995,80,4.0,9.99
175510,active,862367,0.0,0.0,s,20,1,3061.09125,59.95,2014,46,36.98,38.68
175511,active,641959,0.0,0.0,s,2,1,800377.735,93.0,2013,27,7.57,22.13
175512,active,701962,0.0,0.0,s,1,0,1650000.278,86.0,2010,24,4.68,13.99
175513,active,106295,0.0,0.0,d,1,0,2349305.313,72.95,2006,27,4.0,28.98
175514,active,907572,0.0,0.0,d,1,0,3774255.051,72.95,2006,33,7.02,28.99
175515,active,633691,0.0,0.0,s,3,1,308762.9375,88.0,2013,47,28.69,53.74
175516,active,701913,0.0,0.0,d,1,0,1695321.886,86.0,2010,24,8.97,17.19
175517,active,702479,0.0,0.0,s,2,1,669418.8075,98.0,2013,36,12.82,22.34
175518,active,632212,0.0,0.0,d,1,0,1605251.528,86.0,2010,19,6.86,29.98
175519,active,649450,0.0,0.0,s,2,1,643181.6088,90.0,2013,34,31.88,39.87
175520,active,637533,0.0,0.0,s,2,1,292105.9188,99.0,2013,29,10.66,48.77
175521,active,629252,0.0,0.0,d,1,0,1394109.588,99.0,2010,26,8.98,32.99
175522,active,606777,0.0,0.0,d,17,1,391695.3888,60.0,2009,56,4.02,11.98
175523,active,106188,0.0,0.0,d,16,1,1509559.369,52.95,2005,101,3.3,4.22
175524,active,529727,0.0,0.0,d,18,1,219944.1113,73.0,2012,42,25.79,33.39
175525,active,664351,0.0,0.0,s,2,1,832279.3675,87.0,2013,26,14.0,19.3
175526,active,701914,0.0,0.0,d,1,0,1580130.72,86.0,2010,26,4.97,24.29
175527,active,861407,0.0,0.0,s,2,1,890490.4038,90.0,2013,49,28.97,35.21
175528,active,529726,0.0,0.0,d,2,1,1127320.965,92.0,2010,28,6.52,49.96
175529,active,106296,0.0,0.0,d,1,0,1098032.796,72.95,2006,36,4.09,37.98
175530,active,529725,0.0,0.0,s,18,1,283747.3788,89.0,2012,38,24.31,37.92
175531,active,104082,0.0,0.0,s,14,1,2853971.631,125.0,1998,53,4.15,13.94
175532,active,106418,0.0,0.0,s,17,1,535875.0463,207.0,2008,69,11.69,28.32
175533,active,105885,0.0,0.0,d,16,1,288395.6163,145.0,2004,74,5.85,28.84
175534,active,652453,0.0,0.0,s,18,1,457364.91,99.0,2012,41,24.28,0.0
175535,active,549712,0.0,0.0,s,18,1,395272.215,99.0,2012,42,17.14,0.0
175536,active,105850,0.0,0.0,d,16,1,2884699.863,90.89524344324518,2005,36,4.23,0.0
175537,active,642415,0.0,0.0,d,1,0,1265793.568,86.0,2010,23,5.2,41.49
175538,active,861408,0.0,0.0,s,2,1,498137.5888,90.0,2013,28,18.84,21.76
175539,active,702478,0.0,0.0,s,3,1,903557.1413,90.0,2013,28,13.64,28.99
175540,active,906504,0.0,0.0,s,0,0,10663.93125,49.95,1999,34,23.98,28.36
175541,active,921750,0.0,0.0,s,0,0,27903.88125,75.0,2005,96,6.91,42.49
175542,active,543186,0.0,0.0,s,0,0,23904.585,54.95,2000,35,15.25,9.49
175543,active,870298,0.0,0.0,s,0,0,47226.0675,50.0,1999,29,20.89,28.39
175544,active,1599298,0.0,0.0,s,0,0,65.5375,86.93,2009,65,46.23,49.96
175545,active,1562169,0.0,0.0,d,1,0,123211.0113,56.94,2006,31,33.98,63.66
175546,active,1433311,0.0,0.0,s,0,0,22667.455,45.0,2012,27,21.74,29.59
175547,active,121113,0.0,0.0,d,7,1,145166.5675,147.2,2001,56,10.48,76.8
175548,active,115935,0.0,0.0,d,4,1,308348.4425,135.4,2006,40,7.99,73.4
175549,active,607527,0.0,0.0,d,3,1,1191766.523,121.4,2001,33,4.35,22.49
175550,active,612564,0.0,0.0,s,3,1,20625.74,52.75,2013,28,29.48,40.53
175551,active,3131402,0.0,0.0,d,1,0,854972.815,47.0,2005,73,4.0,8.99
175552,active,270642,0.0,0.0,d,3,1,104264.1288,33.0,2010,78,5.06,25.85
175553,active,294149,0.0,0.0,d,4,1,1625702.099,210.0,2005,21,6.48,128.63
175554,active,529721,0.0,0.0,d,5,1,1127392.881,249.99,2009,23,10.75,73.49
175555,active,913953,0.0,0.0,s,4,1,990015.5575,61.91,1992,30,23.97,59.97
175556,active,655224,0.0,0.0,s,3,1,215485.6863,63.0,2013,31,35.37,41.42
175557,active,640633,0.0,0.0,s,14,1,494389.7388,185.0,2001,27,10.04,73.81
175558,active,919576,0.0,0.0,d,12,1,1063131.268,92.95,1992,43,4.75,5.98
175559,active,3140784,0.0,0.0,d,3,1,1496444.25,18.94,2005,17,4.4,18.94
175560,active,3568074,0.0,0.0,d,0,0,824253.7,90.89524344324518,2002,12,4.98,44.59
175561,active,200168,0.0,0.0,d,1,0,372732.3125,104.95,2009,44,15.81,90.9
175562,active,631802,0.0,0.0,d,3,1,953606.6038,42.0,2005,58,4.0,6.85
175563,active,625136,0.0,0.0,s,2,1,595286.2938,103.95,2005,27,6.89,94.66
175564,active,863191,0.0,0.0,d,3,1,816680.42,53.0,2004,67,5.02,0.0
175565,active,252007,0.0,0.0,s,3,1,749489.9588,109.95,2007,31,4.67,82.99
175566,active,2335170,0.0,0.0,d,0,0,900316.335,99.23,1994,53,4.57,28.77
175567,active,104407,0.0,0.0,d,2,1,416790.715,90.89524344324518,2000,31,37.62,83.99
175568,active,615104,0.0,0.0,d,0,0,841536.145,96.95,2012,71,3.99,5.04
175569,active,624716,0.0,0.0,d,0,0,587298.2275,96.95,2012,78,4.0,7.43
175570,active,613565,0.0,0.0,d,0,0,1023367.356,96.95,2011,65,4.0,4.0
175571,active,1519016,0.0,0.0,s,1,0,525737.21,102.0,2015,68,4.99,10.99
175572,active,254001,0.0,0.0,d,0,0,1276894.883,79.95,2010,75,3.79,4.36
175573,active,612532,0.0,0.0,d,0,0,812488.7663,83.95,2014,79,4.0,8.23
175574,active,860077,0.0,0.0,s,0,0,36845.425,49.99,2010,25,26.57,27.98
175575,active,1890968,0.0,0.0,s,0,0,86780.3,69.99,2012,19,44.54,44.64
175576,active,54992,0.0,0.0,d,2,1,340087.0675,69.95,2011,117,4.0,19.98
175577,active,54991,0.0,0.0,d,0,0,807344.0038,12.99,2008,50,4.0,12.99
